year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2014.2977,,,51.02,
2014.325,,,49.28,
2014.3521,,,41.13,
2014.3792,,,41.59,
2014.4063,,,41.42,
2014.4335,,,40.97,
2014.4605,,,53.45,
2014.488,,,53.03,
2014.515,,,39.2,
2014.5422,,,43.77,
2014.5693,,,44.57,
2014.5965,,,49.42,
2014.6236,,,57.1,
2014.6508,,,49.58,
2014.6779,,,51.42,
2014.705,,,43.94,
2014.7322,,,34.39,
2014.7592,,,35.42,
2014.7865,,,44.37,
2014.8137,,,47.03,
2014.8407,,,50.1,
2014.8681,,,30.31,
2014.895,,,30.16,
2014.9222,,,29.25,
2014.9492,,,50.92,
2014.9777,,,58.75,
2015.0037,,,46.74,
2015.0309,,,40.85,
2015.058,,,41.46,
2015.0851,,,36.76,
2015.1122,,,26.49,
2015.1394,,,50.11,
2015.1665,,,58.25,
2015.1938,,,51.94,
2015.2207,,,51.1,
2015.248,,,53.23,
2015.2751,,,56.71,
2015.3023,,,61.46,
2015.3294,,,62.11,
2015.3565,,,57.82,
2015.3837,,,52.51,
2015.4108,,,48.48,
2015.438,,,45.38,
2015.4651,,,46.68,
2015.4925,,,52.87,
2015.5195,,,59.34,
2015.5467,,,54.47,
2015.5736,,,48.36,
2015.6009,,,58.76,
2015.6281,,,61.86,
2015.6552,,,62.9,
2015.6824,,,61.1,
2015.7095,,,50.76,
2015.7365,,,59.88,
2015.7636,,,58.39,
2015.7911,,,45.95,
2015.8181,,,53.51,
2015.8452,,,65.2,
2015.8724,,,77.77,
2015.8996,,,77.38,
2015.9267,,,70.4,
2015.9538,,,73.71,
2015.9809,,,74.85,
2016.0079,,,47.39,
2016.0354,,,43.82,
2016.0625,,,46.71,
2016.0895,,,46.67,
2016.117,,,57.25,
2016.1228,,,,55.11
2016.1437,,,,60.92
2016.1438,,,60.99,
2016.1711,,,45.54,47.72
2016.1959,,,,33.18
2016.1982,,,30.45,
2016.2253,,,54.35,57.09
2016.2514,,,52.98,
2016.2524,,,,53.98
2016.2797,,,49.87,54.59
2016.3068,,,51.3,54.68
2016.3338,,,51.62,
2016.3339,,,,52.65
2016.3609,,,,44.63
2016.361,,,46.67,
2016.3881,,,50.63,47.66
2016.4154,,,,61
2016.4155,,,62.07,
2016.4424,,,66.29,
2016.4425,,,,65.66
2016.4696,,,,50.2
2016.4697,,,49.79,
2016.4967,,,,49.59
2016.4968,,,52.35,
2016.524,,,55.48,52.75
2016.5512,,,46.87,47.14
2016.5779,,,51.26,
2016.5781,,,,49.55
2016.6054,,,56.89,59.18
2016.6324,,,54.22,57.7
2016.6596,,,53.26,56.02
2016.6867,,,53.17,56.72
2016.714,,,,53.13
2016.7141,,,47.74,
2016.7411,,,50.04,53.57
2016.7682,,,,54
2016.7906,,,61.87,
2016.7953,,,,61.03
2016.809,,,63.14,
2016.8226,,,,57.19
2016.8362,,,45.95,
2016.8497,,,,51.32
2016.864,,,49.35,
2016.8768,,,,58.06
2016.8906,,,61.93,
2016.9041,,,,70.96
2016.9178,,,73.44,
2016.9299,,,,72.17
2016.9448,,,63.59,
2016.9582,,,,65.88
2016.9719,,,77.07,
2016.9853,,,,72.55
2016.9991,,,62.04,
2017.0124,,,,44.26
2017.0262,,,35.39,
2017.0398,,,,41.22
2017.0532,,,50.58,
2017.067,,,,46.14
2017.0805,,,41.56,
2017.0941,,,,23.99
2017.1077,,,24.25,
2017.1211,,,,33.4
2017.1348,,,41.47,
2017.1485,,,,40.7
2017.162,,,37.62,
2017.1756,,,,30.16
2017.189,,,31.39,
2017.2028,,,,36.78
2017.2032,,,39.34,
2017.2297,,,,43.36
2017.2508,,,53.31,
2017.2571,,,,48.27
2017.2706,,,39.62,
2017.2842,,,,40.52
2017.2978,,,41.61,
2017.3111,,,,40.26
2017.3248,,,48.71,
2017.3383,,,,42.85
2017.3522,,,39.01,
2017.3654,,,,31.14
2017.3715,,,36.53,
2017.3926,,,,30.31
2017.4198,,,,32.31
2017.4469,,,,30.23
2017.474,,,,20.26
2017.5012,,,,18.22
2017.5284,,,,30.57
2017.5556,,,,41.16
2017.5828,,,,52.22
2017.6098,,,,34.05
2017.6369,,,,40.01
2017.664,,,,23.97
2017.6914,,,,33.99
2017.7185,,,,33.13
2017.7456,,,,40.1
2017.7729,,,,49.98
2017.8,,,,49.05
2017.8273,,,,44.82
2017.8542,,,,36.76
2017.8813,,,,37.71
2017.9084,,,,36.39
2017.9354,,,,47.6
2017.9626,,,,52.55
2017.9901,,,,32.32
2018.0169,,,,34.44
2018.0442,,,,46.83
2018.0714,,,,45.79
2018.0986,,,,39.39
2018.1256,,,,48.01
2018.1527,,,,52.67
2018.18,,,,35.27
2018.207,,,,42.09
2018.2343,,,,55
2018.2615,,,,46.73
2018.2886,,,,55.11
2018.3157,,,,60.97
2018.3429,,,,55.59
2018.3699,,,,52.23
2018.3973,,,,51.09
2018.4243,,,,64.18
2018.4515,,,,66.93
2018.4786,,,,53.24
2018.5058,,,,63.32
2018.5329,,,,76.84
2018.5599,,,,69.51
2018.5871,,,,71.42
2018.6142,,,,83.24
2018.6415,,,,69.52
2018.6687,,,,60.5
2018.6959,,,,64.74
2018.723,,,,63.59
2018.7501,,,,63.09
2018.7771,,,,55.88
2018.8044,,,,55.08
2018.8316,,,,62.11
2018.8586,,,,66.92
2018.8857,,,,60.16
2018.9128,,,,65.78
2018.9398,,,,64.35
2018.9677,,,,65.56
2018.9945,,,,89.24
2019.0213,,,,60.06
2019.0487,,,,57.15
2019.0756,,,,65.27
2019.103,,,,76.03
2019.1302,,,,73.6
2019.1462,,,,60.18
2019.1879,,,,70.52
2019.2117,,,,73.39
2019.2388,,,,61.82
2019.26,,,,64.68
2019.2931,,,,63.98
2019.3203,,,,51.55
2019.3473,,,,55.63
2019.3743,,,,55.71
2019.4017,,,,61.71
2019.4289,,,,39.2
2019.4558,,,,62.6
2019.4832,,,,66.7
2019.5103,,,,70.93
2019.5376,,,,63.65
2019.5646,,,,60.73
2019.5917,,,,51.35
2019.6189,,,,62.07
2019.6459,,,,75.62
2019.6732,,,,71.91
2019.7002,,,,72.06
2019.7273,,,,60.01
2019.7545,,,,51.83
2019.7817,,,,58.67
2019.8087,,,,70.04
2019.836,,,,64.37
2019.8631,,,,66.24
2019.8901,,,,66.14
2019.9175,,,,55.78
2019.9447,,,,63.18
2019.9715,,,,74.41
2019.9992,,,,78.44
2020.0262,,,,88.22
2020.0531,,,,67.82
2020.075,,,,68.81
2020.1162,,,,115.49
2020.1347,,,,78.13
2020.1617,,,,73.89
2020.1889,,,,72.29
2020.2161,,,,63.25
2020.2433,,,,65.1
2020.2703,,,,73.79
2020.2976,,,,68.62
2020.3247,,,,61.03
2020.3519,,,,71.21
2020.379,,,,91.6
2020.406,,,,87.53
2020.4332,,,,84.17
2020.4594,,,,83.05
2020.4876,,,,80.81
2020.5146,,,,69.5
2020.5419,,,,76.1
2020.5689,,,,72.49
2020.5962,,,,65.63
2020.6233,,,,66.21
2020.6505,,,,70.3
2020.6776,,,,65.79
2020.7047,,,,62.51
2020.7318,,,,70.68
2020.7591,,,,74.43
2020.7862,,,,84.6
2020.8114,,,,89.38
2020.8411,,,,87.13
2020.8676,,,,72.39
2020.8948,,,,61.83
2020.9217,,,,71.82
2020.949,,,,80.71
2020.9761,,,,79.03
2021.0035,,,,84.6
2021.0303,,,,70.31
2021.0576,,,,70.68
2021.0849,,,,83.36
2021.1118,,,,68.93
2021.1392,,,,80.74
2021.1662,,,,93.9
2021.1935,,,,83.82
2021.2206,,,,76.48
2021.2478,,,,93.65
2021.2749,,,,102.86
2021.302,,,,94.03
2021.3292,,,,81.27
2021.3562,,,,80.32
2021.3836,,,,79.79
2021.4106,,,,86.05
2021.4377,,,,90.07
2021.4648,,,,89.05
2021.492,,,,83.41
2021.5191,,,,70.89
2021.5464,,,,88.17
2021.5735,,,,106.97
2021.6006,,,,106.55
2021.6278,,,,90.85
2021.6549,,,,75.78
2021.6822,,,,71.67
2021.7093,,,,87.99
2021.7364,,,,95.59
2021.7636,,,,90.09
2021.7906,,,,81.67
2021.8176,,,,75.36
2021.8449,,,,68.14
2021.8721,,,,63.48
2021.8992,,,,74.55
2021.9264,,,,84.35
2021.9536,,,,88.05
2021.9807,,,,86.45
2022.0078,,,,76.84
2022.0349,,,,69.03
2022.0622,,,,76.45
2022.0893,,,,75.49
2022.1162,,,,89.59
2022.1434,,,,80.67
2022.1709,,,,64.7
2022.1966,,,,74.82
2022.2206,,,,73.68
2022.2522,,,,88.98
2022.3204,,,,82.04
2022.3392,,,,99.02
2022.3663,,,,84.08
2022.3935,,,,90.22
2022.4206,,,,78.31
2022.4477,,,,78.31
2022.4748,,,,71.82
2022.502,,,,68.46
2022.5291,,,,84.43
2022.5563,,,,83.02
2022.5835,,,,73.99
2022.6058,,,,68.46
