year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
2014.5154,,,35.11,
2014.5427,,,23.8,
2014.5699,,,27.27,
2014.597,,,31.87,
2014.6242,,,22.14,
2014.6514,,,23.25,
2014.6782,,,29.04,
2014.7055,,,27.58,
2014.7329,,,26.74,
2014.76,,,25.65,
2014.7871,,,17.08,
2014.8141,,,24.25,
2014.8413,,,21.78,
2014.8685,,,36.23,
2014.8956,,,31.52,
2014.9225,,,48.5,
2014.9501,,,39.86,
2014.9782,,,25.03,
2015.004,,,25.08,
2015.0313,,,34.07,
2015.0586,,,38.82,
2015.0855,,,45.38,
2015.1126,,,34.96,
2015.1402,,,51.27,
2015.167,,,43.63,
2015.1943,,,49.21,
2015.2213,,,43.75,
2015.2487,,,38.66,
2015.2756,,,37.41,
2015.303,,,38.47,
2015.33,,,38.92,
2015.3571,,,39.45,
2015.3842,,,33.53,
2015.4114,,,40.03,
2015.4385,,,27.13,
2015.4656,,,30.96,
2015.493,,,40.53,
2015.52,,,37.44,
2015.5471,,,42.11,
2015.5743,,,34.64,
2015.6014,,,43.24,
2015.6287,,,43.75,
2015.6557,,,42.32,
2015.6829,,,41.48,
2015.7101,,,36.04,
2015.7372,,,33.94,
2015.7643,,,49.75,
2015.7915,,,43.89,
2015.8184,,,43.14,
2015.8458,,,30.36,
2015.873,,,36.15,
2015.9001,,,38.22,
2015.9273,,,46.93,
2015.954,,,39.45,
2015.9815,,,46.82,
2016.0085,,,40.97,
2016.0359,,,41.03,
2016.0629,,,48.46,
2016.0902,,,63.9,
2016.1174,,,48.23,
2016.1232,,,,41.07
2016.1444,,,53.31,
2016.1445,,,,47.06
2016.1714,,,53.31,
2016.1715,,,,49.54
2016.1965,,,,32.94
2016.1985,,,33.16,
2016.2257,,,32.91,32.49
2016.2519,,,41.09,
2016.2528,,,,41.64
2016.2803,,,43.01,46.03
2016.3073,,,61.37,63.08
2016.3344,,,63.2,64.49
2016.3618,,,59.06,62.25
2016.3888,,,42.96,45.33
2016.4159,,,26.21,
2016.416,,,,28.51
2016.4432,,,38.78,
2016.4433,,,,40.32
2016.4703,,,43.38,
2016.4704,,,,45.41
2016.4974,,,45.37,46.16
2016.5246,,,41.17,
2016.5247,,,,42.06
2016.5517,,,55.65,54.3
2016.5787,,,46.92,
2016.5788,,,,45.83
2016.6061,,,46.54,
2016.6062,,,,46.8
2016.6331,,,40.71,
2016.6332,,,,41.16
2016.6602,,,45.48,
2016.6603,,,,46.35
2016.6875,,,39.69,45.46
2016.7146,,,47.56,50.96
2016.7417,,,47.67,51.7
2016.7688,,,,47.17
2016.7906,,,38.6,
2016.7959,,,,38.62
2016.8093,,,45.74,
2016.8233,,,,56.62
2016.8365,,,57.77,
2016.8504,,,,50
2016.8638,,,41.7,
2016.8774,,,,42.56
2016.8909,,,43.39,
2016.9045,,,,40.01
2016.918,,,41,
2016.9303,,,,44.22
2016.9449,,,57.23,
2016.9586,,,,64.53
2016.9722,,,64.07,
2016.9862,,,,50.99
2016.9994,,,56.64,
2017.013,,,,49.03
2017.0265,,,57.14,
2017.0404,,,,45.35
2017.0535,,,46.8,
2017.0675,,,,42.67
2017.0807,,,47.6,
2017.0943,,,,43.2
2017.1078,,,40.87,
2017.1218,,,,41.52
2017.1352,,,50.94,
2017.1486,,,,57.72
2017.1622,,,54.05,
2017.1762,,,,52.11
2017.1892,,,45.53,
2017.2033,,,,44.56
2017.2038,,,45.89,
2017.2302,,,,50.5
2017.2507,,,48.98,
2017.2576,,,,58.24
2017.2708,,,67.27,
2017.2846,,,,65.21
2017.2981,,,70.58,
2017.3119,,,,62.72
2017.3251,,,54.67,
2017.3389,,,,52.61
2017.3526,,,52.36,
2017.3662,,,,58.68
2017.3712,,,50.48,
2017.3932,,,,58.26
2017.4203,,,,50.29
2017.4479,,,,53.17
2017.4747,,,,56.42
2017.5019,,,,63.62
2017.529,,,,62.74
2017.5561,,,,42.94
2017.5834,,,,59.85
2017.6105,,,,55.03
2017.6377,,,,50.68
2017.6648,,,,51.48
2017.6919,,,,66.25
2017.719,,,,64.93
2017.7463,,,,55.54
2017.7733,,,,56.73
2017.8005,,,,49.59
2017.8277,,,,37.27
2017.8549,,,,56.03
2017.8819,,,,61.02
2017.9091,,,,50.88
2017.9361,,,,53.92
2017.9636,,,,58.76
2017.9905,,,,66.91
2018.0178,,,,69.91
2018.0447,,,,77.99
2018.0719,,,,70.35
2018.0989,,,,79.19
2018.1261,,,,74.67
2018.1533,,,,54.08
2018.1807,,,,49.13
2018.2078,,,,51.36
2018.2348,,,,66.09
2018.2618,,,,63.69
2018.2892,,,,56.24
2018.3162,,,,42.94
2018.3435,,,,57.89
2018.3706,,,,69.08
2018.3977,,,,65.45
2018.425,,,,58.45
2018.4522,,,,38.68
2018.4791,,,,51.99
2018.5063,,,,58.7
2018.5336,,,,47.81
2018.5606,,,,56.06
2018.5878,,,,66.56
2018.615,,,,54.82
2018.642,,,,56.69
2018.6692,,,,67.37
2018.6964,,,,84.27
2018.7236,,,,77.21
2018.7507,,,,63.55
2018.7779,,,,59.85
2018.805,,,,57.91
2018.832,,,,59.05
2018.8593,,,,64.47
2018.8869,,,,64.84
2018.9137,,,,70.88
2018.9404,,,,51.35
2018.9679,,,,43.56
2018.9949,,,,53.76
2019.0222,,,,47.53
2019.0492,,,,64.18
2019.0763,,,,59.8
2019.1036,,,,59.39
2019.1303,,,,66.97
2019.1467,,,,71.82
2019.1879,,,,65.79
2019.212,,,,61.8
2019.2393,,,,74.83
2019.2607,,,,73.08
2019.2937,,,,68.53
2019.3208,,,,70.8
2019.3479,,,,74.86
2019.3751,,,,74.82
2019.4023,,,,70.38
2019.4294,,,,66.65
2019.4565,,,,59.77
2019.4837,,,,61.07
2019.5108,,,,69.13
2019.538,,,,63.65
2019.5652,,,,73.74
2019.5923,,,,59.15
2019.6194,,,,59.46
2019.6465,,,,62.37
2019.6737,,,,61.27
2019.7008,,,,57.35
2019.7281,,,,67.86
2019.7553,,,,71.7
2019.7823,,,,71.71
2019.8094,,,,62.27
2019.8367,,,,64.13
2019.8639,,,,70.5
2019.8911,,,,73.98
2019.918,,,,68.21
2019.9448,,,,56.52
2019.9724,,,,56.63
2019.9992,,,,61.98
2020.0265,,,,79.72
2020.0537,,,,78.76
2020.0753,,,,67.69
2020.112,,,,75.43
2020.1357,,,,75.32
2020.1624,,,,74.52
2020.1897,,,,80.84
2020.2166,,,,73.63
2020.244,,,,70.25
2020.271,,,,65.49
2020.2981,,,,67.39
2020.3252,,,,62.35
2020.3525,,,,52.66
2020.3795,,,,40.96
2020.4066,,,,80.05
2020.4339,,,,72.61
2020.4605,,,,58.53
2020.4881,,,,66.6
2020.5153,,,,60.46
2020.5425,,,,70.36
2020.5697,,,,69.47
2020.5967,,,,78.59
2020.624,,,,63.26
2020.651,,,,64.99
2020.6783,,,,75.09
2020.7054,,,,67.74
2020.7326,,,,59.56
2020.7596,,,,58.81
2020.7867,,,,57.32
2020.8115,,,,64.21
2020.8417,,,,59.92
2020.8683,,,,83.33
2020.8952,,,,73.43
2020.9225,,,,68.02
2020.9496,,,,60.04
2020.9767,,,,73.34
2021.0041,,,,63.21
2021.0312,,,,60.33
2021.0583,,,,72.45
2021.0855,,,,72.55
2021.1124,,,,70.03
2021.1394,,,,68.95
2021.1669,,,,56.94
2021.194,,,,61.02
2021.2212,,,,58.53
2021.2484,,,,64.31
2021.2755,,,,79.94
2021.3019,,,,82.96
2021.3298,,,,76.64
2021.3569,,,,73.17
2021.384,,,,64.94
2021.4111,,,,64.54
2021.4383,,,,83.66
2021.4656,,,,82.24
2021.4926,,,,57.39
2021.5198,,,,62.89
2021.5469,,,,74.4
2021.5741,,,,80.15
2021.6012,,,,80.42
2021.6283,,,,71.29
2021.6555,,,,64.94
2021.6826,,,,60.71
2021.7098,,,,66.1
2021.7369,,,,72.02
2021.7641,,,,87.07
2021.7912,,,,90.59
2021.8184,,,,90.05
2021.8454,,,,78.42
2021.8729,,,,84.94
2021.8998,,,,78.94
2021.9269,,,,66.52
2021.9545,,,,84.42
2021.9814,,,,74.4
2022.008,,,,81.48
2022.0358,,,,78.9
2022.0629,,,,71.22
2022.0897,,,,81.58
2022.1157,,,,73.89
2022.1411,,,,76.82
2022.1727,,,,65.94
2022.1991,,,,73.07
2022.2217,,,,62.17
2022.2528,,,,61.64
2022.3201,,,,42.37
2022.3395,,,,63.14
2022.3666,,,,96.01
2022.3938,,,,77.63
2022.421,,,,81.31
2022.448,,,,92.34
2022.4753,,,,90.83
2022.5025,,,,76.21
2022.5295,,,,81.06
2022.5567,,,,87.33
2022.5839,,,,92.98
2022.6057,,,,75.36
